judul berita,link berita,topik berita,waktu
Pengacara: Sidang Jumhur Hidayat Ditunda karena Ahli Bahasa Sakit,https://nasional.kompas.com/read/2021/04/20/14574831/pengacara-sidang-jumhur-hidayat-ditunda-karena-ahli-bahasa-sakit,NEWS,"20/04/2021, 14:57 WIB"
"Antisipasi Kasus Covid-19 Melonjak, Pemkot Padang Siapkan Rumah Nelayan Jadi Tempat Isolasi",https://regional.kompas.com/read/2021/04/20/145733178/antisipasi-kasus-covid-19-melonjak-pemkot-padang-siapkan-rumah-nelayan-jadi,REGIONAL,"20/04/2021, 14:57 WIB"
Mengapa India Gagal Cegah Gelombang Kedua Covid-19 yang Mematikan?,https://www.kompas.com/tren/read/2021/04/20/145700165/mengapa-india-gagal-cegah-gelombang-kedua-covid-19-yang-mematikan-,TREN,"20/04/2021, 14:57 WIB"
Debit Air Danau yang Muncul di Kupang Setelah Badai Seroja Terus Bertambah,https://regional.kompas.com/read/2021/04/20/145621678/debit-air-danau-yang-muncul-di-kupang-setelah-badai-seroja-terus-bertambah,REGIONAL,"20/04/2021, 14:56 WIB"
Ariana Grande dan The Weeknd Beri Kode Kolaborasi lewat Penggalan Lagu Ini,https://www.kompas.com/hype/read/2021/04/20/145428466/ariana-grande-dan-the-weeknd-beri-kode-kolaborasi-lewat-penggalan-lagu-ini,HYPE,"20/04/2021, 14:54 WIB"
"Sinopsis The Long Ballad, Balas Dendam Putri Li Chang Ge",https://www.kompas.com/hype/read/2021/04/20/145300366/sinopsis-the-long-ballad-balas-dendam-putri-li-chang-ge,HYPE,"20/04/2021, 14:53 WIB"
Iis Dahlia Tanggapi soal Kabar Devano Danendra Depresi karena Popularitasnya,https://www.kompas.com/hype/read/2021/04/20/145110066/iis-dahlia-tanggapi-soal-kabar-devano-danendra-depresi-karena,HYPE,"20/04/2021, 14:51 WIB"
"Sedang Memperbaiki Saluran Air, Petani Tiba-tiba Digigit dan Dicakar Beruang hingga Wajahnya Luka Parah",https://regional.kompas.com/read/2021/04/20/145041378/sedang-memperbaiki-saluran-air-petani-tiba-tiba-digigit-dan-dicakar-beruang,REGIONAL,"20/04/2021, 14:50 WIB"
"Kabinet Kerja I, II, III, dan IV: Susunan dan Program Kerja",https://www.kompas.com/pedia/read/2021/04/20/145027979/kabinet-kerja-i-ii-iii-dan-iv-susunan-dan-program-kerja,PEDIA,"20/04/2021, 14:50 WIB"
Manfaatkan Keuntungan Kartu Kredit untuk Belanja Hamper Ramadhan dan Lebaran,https://biz.kompas.com/read/2021/04/20/145002428/manfaatkan-keuntungan-kartu-kredit-untuk-belanja-hamper-ramadhan-dan-lebaran,ADVERTORIAL,"20/04/2021, 14:50 WIB"
Lirik dan Chord Lagu Friends of Mine - Duran Duran,https://www.kompas.com/hype/read/2021/04/20/145000866/lirik-dan-chord-lagu-friends-of-mine-duran-duran,HYPE,"20/04/2021, 14:50 WIB"
"Pipa Minyak Rokan Segera Rampung, Warga Riau Diharap Segera Dapat Manfaat",https://regional.kompas.com/read/2021/04/20/144346678/pipa-minyak-rokan-segera-rampung-warga-riau-diharap-segera-dapat-manfaat,REGIONAL,"20/04/2021, 14:43 WIB"
DPRD Serang: Masuk Pantai Anyer Seharusnya Gratis,https://regional.kompas.com/read/2021/04/20/144308378/dprd-serang-masuk-pantai-anyer-seharusnya-gratis,REGIONAL,"20/04/2021, 14:43 WIB"
Reformasi Indonesia 1998,https://www.kompas.com/pedia/read/2021/04/20/144131779/reformasi-indonesia-1998,PEDIA,"20/04/2021, 14:41 WIB"
"PO Murni Jaya Naikkan Tarif Bus ke Jateng dan Yogya, Tembus Rp 500.000",https://otomotif.kompas.com/read/2021/04/20/144100715/po-murni-jaya-naikkan-tarif-bus-ke-jateng-dan-yogya-tembus-rp-500.000,OTOMOTIF,"20/04/2021, 14:41 WIB"
"Berpose Telanjang Bersama Anaknya yang Masih 7 Tahun, Wanita Ini Dipenjara",https://www.kompas.com/global/read/2021/04/20/144008870/berpose-telanjang-bersama-anaknya-yang-masih-7-tahun-wanita-ini-dipenjara,GLOBAL,"20/04/2021, 14:40 WIB"
"Kronologi Marinir Bubarkan Aksi ""Prank"" Pocong di Lampung, Berawal Seorang Ibu Ketakutan di Jalan ",https://regional.kompas.com/read/2021/04/20/144000678/kronologi-marinir-bubarkan-aksi-prank-pocong-di-lampung-berawal-seorang-ibu,REGIONAL,"20/04/2021, 14:40 WIB"
"BI Tahan Suku Bunga Acuan di Level 3,5 Persen",https://money.kompas.com/read/2021/04/20/143929226/bi-tahan-suku-bunga-acuan-di-level-35-persen,MONEY,"20/04/2021, 14:39 WIB"
"""Seragam Lama Sudah Tak Muat, tapi Tak Apa, Pokoknya Saya Senang Bertemu Guru dan Teman""",https://regional.kompas.com/read/2021/04/20/143925778/seragam-lama-sudah-tak-muat-tapi-tak-apa-pokoknya-saya-senang-bertemu-guru,REGIONAL,"20/04/2021, 14:39 WIB"
"Pejabat Kementerian Jadi Calo CPNS, Dua Korbannya Rugi Rp 180 Juta dan Rp 305 Juta",https://regional.kompas.com/read/2021/04/20/143823178/pejabat-kementerian-jadi-calo-cpns-dua-korbannya-rugi-rp-180-juta-dan-rp,REGIONAL,"20/04/2021, 14:38 WIB"
Perbedaan Toleransi dan Simpati,https://www.kompas.com/skola/read/2021/04/20/143645369/perbedaan-toleransi-dan-simpati,SKOLA,"20/04/2021, 14:36 WIB"
"Akta hingga SIM Hangus Terbakar, Korban Kebakaran Taman Sari Mulai Urus Surat Kehilangan",https://megapolitan.kompas.com/read/2021/04/20/14355381/akta-hingga-sim-hangus-terbakar-korban-kebakaran-taman-sari-mulai-urus,NEWS,"20/04/2021, 14:35 WIB"
"Devano Danendra Enggan Tampil Satu Acara dengan Iis Dahlia, Kenapa? ",https://www.kompas.com/hype/read/2021/04/20/143152766/devano-danendra-enggan-tampil-satu-acara-dengan-iis-dahlia-kenapa,HYPE,"20/04/2021, 14:31 WIB"
Pemerintah Siapkan Penanganan 40.000 Pekerja Migran yang Akan Mudik,https://nasional.kompas.com/read/2021/04/20/14312101/pemerintah-siapkan-penanganan-40000-pekerja-migran-yang-akan-mudik,NEWS,"20/04/2021, 14:31 WIB"
"Bedah DFSK Gelora E, Mobil Niaga Pertama dengan Tenaga Listrik",https://otomotif.kompas.com/read/2021/04/20/143100815/bedah-dfsk-gelora-e-mobil-niaga-pertama-dengan-tenaga-listrik,OTOMOTIF,"20/04/2021, 14:31 WIB"
Kemenhub: Tingkat Kecelakaan Bus dan Truk Terus Meningkat ,https://money.kompas.com/read/2021/04/20/143100026/kemenhub--tingkat-kecelakaan-bus-dan-truk-terus-meningkat-,MONEY,"20/04/2021, 14:31 WIB"
"Ragukan Pernyataan Ibunda Desiree, Kuasa Hukum Hotma Sitompoel: Mengingat Saja Susah",https://www.kompas.com/hype/read/2021/04/20/143100766/ragukan-pernyataan-ibunda-desiree-kuasa-hukum-hotma-sitompoel-mengingat,HYPE,"20/04/2021, 14:31 WIB"
Rektor Unair: Vaksin Merah Putih Siap Digunakan Masyarakat di 2022,https://www.kompas.com/edu/read/2021/04/20/143042471/rektor-unair-vaksin-merah-putih-siap-digunakan-masyarakat-di-2022,EDUKASI,"20/04/2021, 14:30 WIB"
"Sajikan Makanan Buka Puasa secara Prasmanan, Satu Hotel di Solo Diberi Peringatan",https://regional.kompas.com/read/2021/04/20/143015278/sajikan-makanan-buka-puasa-secara-prasmanan-satu-hotel-di-solo-diberi,REGIONAL,"20/04/2021, 14:30 WIB"
"Kebakaran Dekat RS Fatmawati, Seorang Terpental Kena Ledakan Kompor Gas",https://megapolitan.kompas.com/read/2021/04/20/14300761/kebakaran-dekat-rs-fatmawati-seorang-terpental-kena-ledakan-kompor-gas,NEWS,"20/04/2021, 14:30 WIB"
"Perjalanan Persija Jakarta ke Final Piala Menpora, Tak Mempan Diadang PSM",https://bola.kompas.com/read/2021/04/20/14300038/perjalanan-persija-jakarta-ke-final-piala-menpora-tak-mempan-diadang-psm,BOLA,"20/04/2021, 14:30 WIB"
Paket Kontrak MRT Fase 2A Bundaran HI-Kota Resmi Ditandatangani,https://www.kompas.com/properti/read/2021/04/20/143000521/paket-kontrak-mrt-fase-2a-bundaran-hi-kota-resmi-ditandatangani,PROPERTI,"20/04/2021, 14:30 WIB"
Cara Pesan Tiket dan Cek Tarif Penyeberangan Merak-Bakauheni,https://www.kompas.com/tren/read/2021/04/20/143000865/cara-pesan-tiket-dan-cek-tarif-penyeberangan-merak-bakauheni,TREN,"20/04/2021, 14:30 WIB"
Lirik dan Chord Lagu That Wrecking Ball - Mandolin Orange,https://www.kompas.com/hype/read/2021/04/20/143000666/lirik-dan-chord-lagu-that-wrecking-ball-mandolin-orange,HYPE,"20/04/2021, 14:30 WIB"
Cerita Sukses Rwanda sebagai Negara Termiskin di Dunia dalam Tangani Covid-19,https://internasional.kompas.com/read/2021/04/20/142950670/cerita-sukses-rwanda-sebagai-negara-termiskin-di-dunia-dalam-tangani,GLOBAL,"20/04/2021, 14:29 WIB"
"Uji Materi UU Cipta Kerja, Hakim MK Minta Pemohon Paparkan Pertentangan dengan UUD 1945",https://nasional.kompas.com/read/2021/04/20/14293101/uji-materi-uu-cipta-kerja-hakim-mk-minta-pemohon-paparkan-pertentangan,NEWS,"20/04/2021, 14:29 WIB"
Modal Rakyat Gandeng Bukalapak Beri Modal ke UMKM hingga Rp 2 Miliar,https://money.kompas.com/read/2021/04/20/142547426/modal-rakyat-gandeng-bukalapak-beri-modal-ke-umkm-hingga-rp-2-miliar,MONEY,"20/04/2021, 14:25 WIB"
Trio Sutradara Garap Sekuel Spider-Man: Into the Spider-Verse ,https://www.kompas.com/hype/read/2021/04/20/142530866/trio-sutradara-garap-sekuel-spider-man-into-the-spider-verse,HYPE,"20/04/2021, 14:25 WIB"
Istri Bantah Kabar Ustaz Zacky Mirza Meninggal Dunia Akibat Covid-19,https://www.kompas.com/hype/read/2021/04/20/142519866/istri-bantah-kabar-ustaz-zacky-mirza-meninggal-dunia-akibat-covid-19,HYPE,"20/04/2021, 14:25 WIB"
" Catat, Ini Harga Tiket Kereta Api Jakarta-Yogyakarta Terbaru Tahun 2021",https://megapolitan.kompas.com/read/2021/04/20/14244041/catat-ini-harga-tiket-kereta-api-jakarta-yogyakarta-terbaru-tahun-2021,NEWS,"20/04/2021, 14:24 WIB"
"Tak Hanya Jadi Hiasan, Ini Manfaat Kaktus dalam Kehidupan Kita",https://www.kompas.com/homey/read/2021/04/20/142355776/tak-hanya-jadi-hiasan-ini-manfaat-kaktus-dalam-kehidupan-kita,HOMEY,"20/04/2021, 14:23 WIB"
"KSAD: Pratu Lukius Belot ke KKB Bawa Kabur 2 Magasin Berisi 70 Butir Peluru Kaliber 5,56 Mm",https://nasional.kompas.com/read/2021/04/20/14231551/ksad-pratu-lukius-belot-ke-kkb-bawa-kabur-2-magasin-berisi-70-butir-peluru,NEWS,"20/04/2021, 14:23 WIB"
"Viral Video Api Menyembur di Langit Cikarang, Ternyata Ini Penyebabnya...",https://megapolitan.kompas.com/read/2021/04/20/14231521/viral-video-api-menyembur-di-langit-cikarang-ternyata-ini-penyebabnya,NEWS,"20/04/2021, 14:23 WIB"
"Simak, Tips Melamar Kerja yang Undang Perhatian dari Perusahaan",https://lifestyle.kompas.com/read/2021/04/20/142253320/simak-tips-melamar-kerja-yang-undang-perhatian-dari-perusahaan,LIFESTYLE,"20/04/2021, 14:22 WIB"
"Sinopsis Star Wars: The Bad Batch, Segera di Disney+ Hotstar",https://www.kompas.com/hype/read/2021/04/20/142253466/sinopsis-star-wars-the-bad-batch-segera-di-disney-hotstar,HYPE,"20/04/2021, 14:22 WIB"
Puan Maharani Sebut Perempuan Pegang Peranan Penting Tingkatkan Budaya Literasi,https://nasional.kompas.com/read/2021/04/20/14222371/puan-maharani-sebut-perempuan-pegang-peranan-penting-tingkatkan-budaya,NEWS,"20/04/2021, 14:22 WIB"
"Banyak Diakali Pemudik, Polisi Bakal Periksa Ketat Truk",https://otomotif.kompas.com/read/2021/04/20/142100015/banyak-diakali-pemudik-polisi-bakal-periksa-ketat-truk,OTOMOTIF,"20/04/2021, 14:21 WIB"
Lirik dan Chord Baby Came Home Oleh The Neighbourhood,https://www.kompas.com/hype/read/2021/04/20/142000166/lirik-dan-chord-baby-came-home-oleh-the-neighbourhood,HYPE,"20/04/2021, 14:20 WIB"
"Beroperasi Juli, IAIN Palu Bisa Bangkitkan Perekonomian Pasca-bencana",https://www.kompas.com/edu/read/2021/04/20/141900171/beroperasi-juli-iain-palu-bisa-bangkitkan-perekonomian-pasca-bencana,EDUKASI,"20/04/2021, 14:19 WIB"
4 Cara Bikin Es Batu Cepat Beku dan Tidak Gampang Cair,https://www.kompas.com/food/read/2021/04/20/141700275/4-cara-bikin-es-batu-cepat-beku-dan-tidak-gampang-cair,FOOD,"20/04/2021, 14:17 WIB"
"8 Warung Makan Dekat RS Fatmawati Terbakar, Diduga karena Kompor Gas Meledak",https://megapolitan.kompas.com/read/2021/04/20/14135211/8-warung-makan-dekat-rs-fatmawati-terbakar-diduga-karena-kompor-gas,NEWS,"20/04/2021, 14:13 WIB"
Lirik dan Chord Lagu Blue Ruin - Mandolin Orange,https://www.kompas.com/hype/read/2021/04/20/141000166/lirik-dan-chord-lagu-blue-ruin-mandolin-orange,HYPE,"20/04/2021, 14:10 WIB"
Kemenlu Belum Dapat Pastikan Kedatangan Pemimpin Junta Militer Myanmar ke Jakarta,https://nasional.kompas.com/read/2021/04/20/14093811/kemenlu-belum-dapat-pastikan-kedatangan-pemimpin-junta-militer-myanmar-ke,NEWS,"20/04/2021, 14:09 WIB"
Jack Ma Terancam Ditendang dari Perusahaan Miliknya Sendiri,https://tekno.kompas.com/read/2021/04/20/14090077/jack-ma-terancam-ditendang-dari-perusahaan-miliknya-sendiri,TEKNO,"20/04/2021, 14:09 WIB"
Kekhalifahan Bani Umayyah: Masa Keemasan dan Akhir Kekuasaan,https://www.kompas.com/pedia/read/2021/04/20/140841179/kekhalifahan-bani-umayyah-masa-keemasan-dan-akhir-kekuasaan,PEDIA,"20/04/2021, 14:08 WIB"
Wali Kota Malang: KDRT yang Dialami Siswa Meningkat Selama Belajar Daring,https://regional.kompas.com/read/2021/04/20/140745378/wali-kota-malang-kdrt-yang-dialami-siswa-meningkat-selama-belajar-daring,REGIONAL,"20/04/2021, 14:07 WIB"
Tips Pernikahan Bahagia ala Sejumlah Selebritas,https://lifestyle.kompas.com/read/2021/04/20/140631620/tips-pernikahan-bahagia-ala-sejumlah-selebritas,LIFESTYLE,"20/04/2021, 14:06 WIB"
"Sejarah Panjang Masjid Istiqlal: Dicanangkan Soekarno, Diresmikan Soeharto, Direnovasi Jokowi",https://megapolitan.kompas.com/read/2021/04/20/14051271/sejarah-panjang-masjid-istiqlal-dicanangkan-soekarno-diresmikan-soeharto,NEWS,"20/04/2021, 14:05 WIB"
Mendikbud Pastikan Seleksi CPNS dan PPPK Akan Transparan,https://www.kompas.com/edu/read/2021/04/20/140318771/mendikbud-pastikan-seleksi-cpns-dan-pppk-akan-transparan,EDUKASI,"20/04/2021, 14:03 WIB"
"Topan Surigae Masih Sangat Kuat, Ini Daftar Wilayah Indonesia yang Terdampak",https://www.kompas.com/sains/read/2021/04/20/140200223/topan-surigae-masih-sangat-kuat-ini-daftar-wilayah-indonesia-yang,SAINS,"20/04/2021, 14:02 WIB"
"Kemenparekraf Gandeng GIPI Perangi Covid-19, Bagaimana Caranya?",https://travel.kompas.com/read/2021/04/20/140200227/kemenparekraf-gandeng-gipi-perangi-covid-19-bagaimana-caranya-,TRAVEL,"20/04/2021, 14:02 WIB"
7 Manfaat Infused Water Lemon untuk Kesehatan,https://health.kompas.com/read/2021/04/20/140100968/7-manfaat-infused-water-lemon-untuk-kesehatan,HEALTH,"20/04/2021, 14:01 WIB"
Vespa Sprint Listrik Elders Garage di IIMS Hybrid 2021,https://otomotif.kompas.com/read/2021/04/20/140100415/vespa-sprint-listrik-elders-garage-di-iims-hybrid-2021,OTOMOTIF,"20/04/2021, 14:01 WIB"
"Kemendag: Harga Ayam Capai Rp 44.000, Ini Semua Teriak...",https://money.kompas.com/read/2021/04/20/140000326/kemendag--harga-ayam-capai-rp-44.000-ini-semua-teriak-,MONEY,"20/04/2021, 14:00 WIB"
Ibu Menyusui Boleh Berpuasa atau Tidak? Ini Penjelasan AIMI,https://www.kompas.com/tren/read/2021/04/20/140000665/ibu-menyusui-boleh-berpuasa-atau-tidak-ini-penjelasan-aimi,TREN,"20/04/2021, 14:00 WIB"
Ukuran Lapangan dan Perlengkapan Permainan Bola Basket,https://www.kompas.com/sports/read/2021/04/20/14000098/ukuran-lapangan-dan-perlengkapan-permainan-bola-basket,BOLA,"20/04/2021, 14:00 WIB"
"Kebut Pengadaan Tanah Tol Semarang-Demak, Pemerintah Bentuk Tim Khusus",https://www.kompas.com/properti/read/2021/04/20/140000221/kebut-pengadaan-tanah-tol-semarang-demak-pemerintah-bentuk-tim-khusus,PROPERTI,"20/04/2021, 14:00 WIB"
Lirik dan Chord Lagu So Far So Good - Benny Sings,https://www.kompas.com/hype/read/2021/04/20/140000066/lirik-dan-chord-lagu-so-far-so-good-benny-sings,HYPE,"20/04/2021, 14:00 WIB"
"Update 146 Perusahaan Pinjol Terdaftar dan Berizin, OJK Coret Bsalam",https://money.kompas.com/read/2021/04/20/135851926/update-146-perusahaan-pinjol-terdaftar-dan-berizin-ojk-coret-bsalam,MONEY,"20/04/2021, 13:58 WIB"
"Cut Meyriska Sempat Minta Mamanya Mata-matai Roger Danuarta, Kenapa?",https://www.kompas.com/hype/read/2021/04/20/135839066/cut-meyriska-sempat-minta-mamanya-mata-matai-roger-danuarta-kenapa,HYPE,"20/04/2021, 13:58 WIB"
ICJR: UU ITE Tidak Melindungi Korban Kekerasan Berbasis Gender,https://nasional.kompas.com/read/2021/04/20/13574601/icjr-uu-ite-tidak-melindungi-korban-kekerasan-berbasis-gender,NEWS,"20/04/2021, 13:57 WIB"
Muhadjir Akui Pemerintah Teledor Saat Awal Pandemi Covid-19,https://nasional.kompas.com/read/2021/04/20/13572641/muhadjir-akui-pemerintah-teledor-saat-awal-pandemi-covid-19,NEWS,"20/04/2021, 13:57 WIB"
Sirene Tanda Bahaya Peninggalan Belanda Kini Jadi Penanda Imsak dan Buka Puasa di Blora,https://regional.kompas.com/read/2021/04/20/135700978/sirene-tanda-bahaya-peninggalan-belanda-kini-jadi-penanda-imsak-dan-buka,REGIONAL,"20/04/2021, 13:57 WIB"
Istri Kaget Dengar Kabar Hoaks Ustaz Zacky Mirza Meninggal Dunia,https://www.kompas.com/hype/read/2021/04/20/135345766/istri-kaget-dengar-kabar-hoaks-ustaz-zacky-mirza-meninggal-dunia,HYPE,"20/04/2021, 13:53 WIB"
Menko PMK Sebut Pemerintah Koreksi Zonasi Warna Penanda Risiko Covid-19,https://nasional.kompas.com/read/2021/04/20/13533191/menko-pmk-sebut-pemerintah-koreksi-zonasi-warna-penanda-risiko-covid-19,NEWS,"20/04/2021, 13:53 WIB"
"Cegah Terulangnya Bentrokan Pemuda, Lurah Kebon Baru Siapkan Pesantren Kilat",https://megapolitan.kompas.com/read/2021/04/20/13524661/cegah-terulangnya-bentrokan-pemuda-lurah-kebon-baru-siapkan-pesantren,NEWS,"20/04/2021, 13:52 WIB"
"Kebudayaan Pacitan: Penemu, Peninggalan, dan Persebaran",https://www.kompas.com/pedia/read/2021/04/20/135114779/kebudayaan-pacitan-penemu-peninggalan-dan-persebaran,PEDIA,"20/04/2021, 13:51 WIB"
"Imbas Petasan Meledak di Motor, Polisi Banyumas Sita 6.000 Petasan",https://regional.kompas.com/read/2021/04/20/135036678/imbas-petasan-meledak-di-motor-polisi-banyumas-sita-6000-petasan,REGIONAL,"20/04/2021, 13:50 WIB"
"Seorang Pegawai BUMN Ditangkap Densus 88, Diduga Terkait Bom Bunuh Diri di Makassar",https://regional.kompas.com/read/2021/04/20/135020978/seorang-pegawai-bumn-ditangkap-densus-88-diduga-terkait-bom-bunuh-diri-di,REGIONAL,"20/04/2021, 13:50 WIB"
Lirik dan Chord The Shadow of Your Smile - Tony Bennett,https://www.kompas.com/hype/read/2021/04/20/135000666/lirik-dan-chord-the-shadow-of-your-smile-tony-bennett,HYPE,"20/04/2021, 13:50 WIB"
"Begini Nasib Uji Klinis Vaksin Nusantara Usai Muncul Nota Kesepahaman KSAD, Menkes, dan BPOM",https://nasional.kompas.com/read/2021/04/20/13471281/begini-nasib-uji-klinis-vaksin-nusantara-usai-muncul-nota-kesepahaman-ksad,NEWS,"20/04/2021, 13:47 WIB"
"Sinopsis The Sound of a Flower, Pengorbanan Bae Suzy Meraih Impiannya",https://www.kompas.com/hype/read/2021/04/20/134447866/sinopsis-the-sound-of-a-flower-pengorbanan-bae-suzy-meraih-impiannya,HYPE,"20/04/2021, 13:44 WIB"
Kenali Tanda Kita Melakukan Gaslighting pada Diri Sendiri,https://lifestyle.kompas.com/read/2021/04/20/134444720/kenali-tanda-kita-melakukan-gaslighting-pada-diri-sendiri,LIFESTYLE,"20/04/2021, 13:44 WIB"
"Sinopsis The Osiris Child, Tayang di Klik Film",https://www.kompas.com/hype/read/2021/04/20/134154866/sinopsis-the-osiris-child-tayang-di-klik-film,HYPE,"20/04/2021, 13:41 WIB"
"Daftar Diskon LMPV di Gelaran IIMS Hybrid 2021, Sampai Rp 10 Juta",https://otomotif.kompas.com/read/2021/04/20/134100515/daftar-diskon-lmpv-di-gelaran-iims-hybrid-2021-sampai-rp-10-juta,OTOMOTIF,"20/04/2021, 13:41 WIB"
"Hari Ini dalam Sejarah, Saat Soeharto Resmikan Pembukaan TMII",https://nasional.kompas.com/read/2021/04/20/13370211/hari-ini-dalam-sejarah-saat-soeharto-resmikan-pembukaan-tmii,NEWS,"20/04/2021, 13:37 WIB"
 Tips Desain Dapur Kecil agar Terlihat Bersih dan Cantik,https://www.kompas.com/homey/read/2021/04/20/133612076/tips-desain-dapur-kecil-agar-terlihat-bersih-dan-cantik,HOMEY,"20/04/2021, 13:36 WIB"
"Persiapan Sekolah Tatap Muka, Ikuti 9 Webinar Kemendikbud untuk Guru ",https://www.kompas.com/edu/read/2021/04/20/133608771/persiapan-sekolah-tatap-muka-ikuti-9-webinar-kemendikbud-untuk-guru,EDUKASI,"20/04/2021, 13:36 WIB"
Pengendara dari Luar Daerah Jalani Rapid Test Antigen di Perbatasan Magelang-Yogyakarta,https://regional.kompas.com/read/2021/04/20/133606378/pengendara-dari-luar-daerah-jalani-rapid-test-antigen-di-perbatasan,REGIONAL,"20/04/2021, 13:36 WIB"
Pemerintah Tanggung Ongkos Kirim Harbolnas Jelang Lebaran,https://money.kompas.com/read/2021/04/20/133540926/pemerintah-tanggung-ongkos-kirim-harbolnas-jelang-lebaran,MONEY,"20/04/2021, 13:35 WIB"
"Redam Bentrokan Kelompok Pemuda, 3 Gang Perbatasan RW 01 dan RW 02 Kebon Baru Ditutup",https://megapolitan.kompas.com/read/2021/04/20/13344411/redam-bentrokan-kelompok-pemuda-3-gang-perbatasan-rw-01-dan-rw-02-kebon,NEWS,"20/04/2021, 13:34 WIB"
Menko PMK Ungkap PPKM adalah Strategi Baru Pemerintah Tangani Covid-19,https://nasional.kompas.com/read/2021/04/20/13342251/menko-pmk-ungkap-ppkm-adalah-strategi-baru-pemerintah-tangani-covid-19,NEWS,"20/04/2021, 13:34 WIB"
10 Bahasa Tubuh yang Menunjukkan Perasaan Kita,https://lifestyle.kompas.com/read/2021/04/20/133349420/10-bahasa-tubuh-yang-menunjukkan-perasaan-kita,LIFESTYLE,"20/04/2021, 13:33 WIB"
Indonesia Pecahkan Rekor Penonton The Box Terbanyak Setelah Korea Selatan,https://www.kompas.com/hype/read/2021/04/20/133328066/indonesia-pecahkan-rekor-penonton-the-box-terbanyak-setelah-korea-selatan,HYPE,"20/04/2021, 13:33 WIB"
"Sebut Indonesia Dililit Utang, Dimyati: RUU Perampasan Aset Perlu Jadi Prioritas",https://nasional.kompas.com/read/2021/04/20/13325591/sebut-indonesia-dililit-utang-dimyati-ruu-perampasan-aset-perlu-jadi,NEWS,"20/04/2021, 13:32 WIB"
"Lagi, Gunung Merapi Luncurkan Tiga Kali Awan Panas dan Lima Guguran Lava",https://regional.kompas.com/read/2021/04/20/133212978/lagi-gunung-merapi-luncurkan-tiga-kali-awan-panas-dan-lima-guguran-lava,REGIONAL,"20/04/2021, 13:32 WIB"
Sudirman Bekali Pemain Persija Cara Kalahkan Persib di Final Piala Menpora,https://bola.kompas.com/read/2021/04/20/13300058/sudirman-bekali-pemain-persija-cara-kalahkan-persib-di-final-piala-menpora,BOLA,"20/04/2021, 13:30 WIB"
Perbedaan MRT dengan LRT,https://www.kompas.com/skola/read/2021/04/20/132642669/perbedaan-mrt-dengan-lrt,SKOLA,"20/04/2021, 13:26 WIB"
7 Tips Kunci Menanam Porang,https://www.kompas.com/tren/read/2021/04/20/132500165/7-tips-kunci-menanam-porang,TREN,"20/04/2021, 13:25 WIB"
Jumlah Pasien Covid-19 di RS Polri Selalu di Bawah 50 Orang Sejak Awal April 2021,https://megapolitan.kompas.com/read/2021/04/20/13245431/jumlah-pasien-covid-19-di-rs-polri-selalu-di-bawah-50-orang-sejak-awal,NEWS,"20/04/2021, 13:24 WIB"
Letak Astronomis Indonesia dan Wilayahnya,https://www.kompas.com/skola/read/2021/04/20/132227269/letak-astronomis-indonesia-dan-wilayahnya,SKOLA,"20/04/2021, 13:22 WIB"
"Jangan Harap Bisa Lolos, Polisi Sosialisasikan Larangan Mudik",https://otomotif.kompas.com/read/2021/04/20/132100315/jangan-harap-bisa-lolos-polisi-sosialisasikan-larangan-mudik,OTOMOTIF,"20/04/2021, 13:21 WIB"
Produser Janjikan Aksi Laga Terbaik dalam Film Shang-Chi and The Legend of The Ten Rings,https://www.kompas.com/hype/read/2021/04/20/131916166/produser-janjikan-aksi-laga-terbaik-dalam-film-shang-chi-and-the-legend-of,HYPE,"20/04/2021, 13:19 WIB"
"Sempat Murung dan Takut Bertemu Orang, Perawat Korban Penganiayaan Disebut Mulai Tersenyum",https://regional.kompas.com/read/2021/04/20/131630378/sempat-murung-dan-takut-bertemu-orang-perawat-korban-penganiayaan-disebut,REGIONAL,"20/04/2021, 13:16 WIB"
Chris Evanz Tanggapi DM Konyol Lizzo yang Dikirim dalam Keadaan Mabuk,https://www.kompas.com/hype/read/2021/04/20/131601966/chris-evanz-tanggapi-dm-konyol-lizzo-yang-dikirim-dalam-keadaan-mabuk,HYPE,"20/04/2021, 13:16 WIB"
Ketentuan Konvensi PBB 1982 Tentang Hukum Laut,https://www.kompas.com/skola/read/2021/04/20/131425269/ketentuan-konvensi-pbb-1982-tentang-hukum-laut,SKOLA,"20/04/2021, 13:14 WIB"
Harga Tiket Kereta Api Jakarta-Surabaya Terbaru Tahun 2021,https://megapolitan.kompas.com/read/2021/04/20/13121681/harga-tiket-kereta-api-jakarta-surabaya-terbaru-tahun-2021,NEWS,"20/04/2021, 13:12 WIB"
"Ada Posko THR, Serikat Pekerja: Jangan Sekadar ""Lips Service""",https://money.kompas.com/read/2021/04/20/131100126/ada-posko-thr-serikat-pekerja-jangan-sekadar-lips-service,MONEY,"20/04/2021, 13:11 WIB"
Sony Tak Jadi Tutup PlayStation Store di PS3 dan PS Vita,https://tekno.kompas.com/read/2021/04/20/13110007/sony-tak-jadi-tutup-playstation-store-di-ps3-dan-ps-vita,TEKNO,"20/04/2021, 13:11 WIB"
Pesan Ibunda Desiree Tarigan: Hotma Jangan Ganggu Saya dan Anak Saya,https://www.kompas.com/hype/read/2021/04/20/130931666/pesan-ibunda-desiree-tarigan-hotma-jangan-ganggu-saya-dan-anak-saya,HYPE,"20/04/2021, 13:09 WIB"
