judul berita,link berita,topik berita,waktu
Studi: Pasien Covid-19 Gejala Ringan Berpotensi Alami Gejala Baru Setelah Pulih,https://www.kompas.com/tren/read/2021/04/24/145500765/studi--pasien-covid-19-gejala-ringan-berpotensi-alami-gejala-baru-setelah,TREN,"24/04/2021, 14:55 WIB"
KPK Tahan Wali Kota Tanjungbalai di Rutan KPK,https://nasional.kompas.com/read/2021/04/24/14535671/kpk-tahan-wali-kota-tanjungbalai-di-rutan-kpk,NEWS,"24/04/2021, 14:53 WIB"
"Kasus Covid-19 di India Terus Melejit, Kampanye Politik Justru Digelar Tanpa Protokol Kesehatan",https://www.kompas.com/global/read/2021/04/24/145154770/kasus-covid-19-di-india-terus-melejit-kampanye-politik-justru-digelar,GLOBAL,"24/04/2021, 14:51 WIB"
"Bermula dari Serahkan PIN ATM, Uang Milik TKW Dikuras Kekasihnya, Ini Kronologinya",https://regional.kompas.com/read/2021/04/24/145141178/bermula-dari-serahkan-pin-atm-uang-milik-tkw-dikuras-kekasihnya-ini,REGIONAL,"24/04/2021, 14:51 WIB"
"5 Masalah Umum dalam Pembuatan Kompos, Bau hingga Berlendir",https://www.kompas.com/homey/read/2021/04/24/144848876/5-masalah-umum-dalam-pembuatan-kompos-bau-hingga-berlendir,HOMEY,"24/04/2021, 14:48 WIB"
"Resep Cendol Jelly Sederhana, Takjil Praktis Cuma Perlu Diparut",https://www.kompas.com/food/read/2021/04/24/144700275/resep-cendol-jelly-sederhana-takjil-praktis-cuma-perlu-diparut,FOOD,"24/04/2021, 14:47 WIB"
Masjid untuk Penyumbang Pesawat Pertama RI di Aceh Rampung Oktober 2021,https://money.kompas.com/read/2021/04/24/144658326/masjid-untuk-penyumbang-pesawat-pertama-ri-di-aceh-rampung-oktober-2021,MONEY,"24/04/2021, 14:46 WIB"
"Mediasi dengan Richard Lee Gagal, Kartika Putri: Dari Awal Saya Sudah Beriktikad Baik",https://www.kompas.com/hype/read/2021/04/24/144236166/mediasi-dengan-richard-lee-gagal-kartika-putri-dari-awal-saya-sudah,HYPE,"24/04/2021, 14:42 WIB"
"Daftar Lelang Mobil Pelat Merah, Harga Awal Mulai Rp 15 Juta",https://otomotif.kompas.com/read/2021/04/24/144200015/daftar-lelang-mobil-pelat-merah-harga-awal-mulai-rp-15-juta,OTOMOTIF,"24/04/2021, 14:42 WIB"
5 Alasan Cristiano Ronaldo Bisa Pulang ke Manchester United,https://bola.kompas.com/read/2021/04/24/14400078/5-alasan-cristiano-ronaldo-bisa-pulang-ke-manchester-united,BOLA,"24/04/2021, 14:40 WIB"
"Berawal Warga Lihat Perempuan Ketakutan di Mobil, Polisi Ungkap Kasus TNI Gadungan yang Sekap dan Perkosa Korban",https://regional.kompas.com/read/2021/04/24/143947178/berawal-warga-lihat-perempuan-ketakutan-di-mobil-polisi-ungkap-kasus-tni,REGIONAL,"24/04/2021, 14:39 WIB"
WN India yang Diduga Bikin Ricuh dan Positif Covid-19 Sempat Menginap Selama 3 Hari di Hotel di Menteng,https://megapolitan.kompas.com/read/2021/04/24/14381101/wn-india-yang-diduga-bikin-ricuh-dan-positif-covid-19-sempat-menginap,NEWS,"24/04/2021, 14:38 WIB"
"Pasien Covid-19 di India Menumpuk, Rumah Sakit Putus Asa Kehabisan Oksigen",https://www.kompas.com/global/read/2021/04/24/143806770/pasien-covid-19-di-india-menumpuk-rumah-sakit-putus-asa-kehabisan-oksigen,GLOBAL,"24/04/2021, 14:38 WIB"
"Jelang KTT ASEAN, Rakyat Myanmar Kembali Turun ke Jalan meski Sempat Berhenti karena Terlalu Mematikan",https://www.kompas.com/global/read/2021/04/24/143338770/jelang-ktt-asean-rakyat-myanmar-kembali-turun-ke-jalan-meski-sempat,GLOBAL,"24/04/2021, 14:33 WIB"
"Kata Cita Citata soal Kedekatannya dengan Indra Bruggman, Pernah Dapat DM hingga Sahur Bareng ",https://www.kompas.com/hype/read/2021/04/24/143306866/kata-cita-citata-soal-kedekatannya-dengan-indra-bruggman-pernah-dapat-dm,HYPE,"24/04/2021, 14:33 WIB"
Bahasa Indonesia Makin Diminati di Korea Selatan,https://www.kompas.com/edu/read/2021/04/24/143246771/bahasa-indonesia-makin-diminati-di-korea-selatan,EDUKASI,"24/04/2021, 14:32 WIB"
"Fakta Unik Rafflesia Arnoldii, Bunga Tunggal Terbesar di Dunia",https://www.kompas.com/skola/read/2021/04/24/143241669/fakta-unik-rafflesia-arnoldii-bunga-tunggal-terbesar-di-dunia,SKOLA,"24/04/2021, 14:32 WIB"
"Peduli Lingkungan, IKEA Buktikan Kontribusi Lewat Produk dan Pelayanan",https://www.kompas.com/homey/read/2021/04/24/143000876/peduli-lingkungan-ikea-buktikan-kontribusi-lewat-produk-dan-pelayanan,HOMEY,"24/04/2021, 14:30 WIB"
"Hari Ini dalam Sejarah: Peristiwa April Makassar Berdarah, 3 Mahasiswa Meninggal Dunia",https://www.kompas.com/tren/read/2021/04/24/143000765/hari-ini-dalam-sejarah-peristiwa-april-makassar-berdarah-3-mahasiswa,TREN,"24/04/2021, 14:30 WIB"
"Tayang Malam Ini, Sutradara Akui Kesulitan Tentukan Akhir Cerita Vincenzo",https://www.kompas.com/hype/read/2021/04/24/142904166/tayang-malam-ini-sutradara-akui-kesulitan-tentukan-akhir-cerita-vincenzo,HYPE,"24/04/2021, 14:29 WIB"
"5 Artis Nominasi Oscar dengan Pendapatan Tertinggi, Ada Chadwick Boseman ",https://www.kompas.com/hype/read/2021/04/24/142549766/5-artis-nominasi-oscar-dengan-pendapatan-tertinggi-ada-chadwick-boseman,HYPE,"24/04/2021, 14:25 WIB"
"Mariana Snailfish, Penghuni Palung Mariana",https://www.kompas.com/skola/read/2021/04/24/142303369/mariana-snailfish-penghuni-palung-mariana,SKOLA,"24/04/2021, 14:23 WIB"
Daihatsu Gelar Uji Emisi Drive-Thru Paket Hemat,https://otomotif.kompas.com/read/2021/04/24/142200015/daihatsu-gelar-uji-emisi-drive-thru-paket-hemat,OTOMOTIF,"24/04/2021, 14:22 WIB"
"62 WN India Dievakuasi dari Hotel di Menteng, 9 di Antaranya Positif Covid-19",https://megapolitan.kompas.com/read/2021/04/24/14205131/62-wn-india-dievakuasi-dari-hotel-di-menteng-9-di-antaranya-positif-covid,NEWS,"24/04/2021, 14:20 WIB"
Jadwal Liga Italia - 6 Laga Terakhir Inter Milan Menuju Juara,https://bola.kompas.com/read/2021/04/24/14200038/jadwal-liga-italia-6-laga-terakhir-inter-milan-menuju-juara,BOLA,"24/04/2021, 14:20 WIB"
"Aturan Baru, Masa Berlaku PCR Test hingga Genose untuk KA Jarak Jauh Jadi 1 Hari",https://money.kompas.com/read/2021/04/24/141755026/aturan-baru-masa-berlaku-pcr-test-hingga-genose-untuk-ka-jarak-jauh-jadi-1,MONEY,"24/04/2021, 14:17 WIB"
Menhub: Konektivitas Bikin Investasi Masuk ke Indonesia,https://money.kompas.com/read/2021/04/24/141100026/menhub--konektivitas-bikin-investasi-masuk-ke-indonesia,MONEY,"24/04/2021, 14:11 WIB"
"Bentrokan 2 Kelompok Pemuda di Kupang, 1 Orang Tewas dan 2 Terluka",https://regional.kompas.com/read/2021/04/24/141051878/bentrokan-2-kelompok-pemuda-di-kupang-1-orang-tewas-dan-2-terluka,REGIONAL,"24/04/2021, 14:10 WIB"
Malaka hingga NTB Diimbau Waspada Gelombang Tinggi 4 Meter Akhir Pekan Ini,https://www.kompas.com/sains/read/2021/04/24/140800323/malaka-hingga-ntb-diimbau-waspada-gelombang-tinggi-4-meter-akhir-pekan-ini,SAINS,"24/04/2021, 14:08 WIB"
Jacob Collier: Musik adalah Caraku Menebar Kebahagiaan,https://www.kompas.com/hype/read/2021/04/24/140750966/jacob-collier-musik-adalah-caraku-menebar-kebahagiaan,HYPE,"24/04/2021, 14:07 WIB"
Netizen Thailand Ramai-ramai Jual Cicak demi Harga Rp 138.000 Per Kg,https://www.kompas.com/global/read/2021/04/24/140417970/netizen-thailand-ramai-ramai-jual-cicak-demi-harga-rp-138000-per-kg,GLOBAL,"24/04/2021, 14:04 WIB"
Apakah Aritmia Jantung Bisa Sembuh?,https://health.kompas.com/read/2021/04/24/140400468/apakah-aritmia-jantung-bisa-sembuh-,HEALTH,"24/04/2021, 14:04 WIB"
Komisi VIII DPR: Usulan Santri Boleh Mudik Harus Tetap dengan Protokol Kesehatan,https://nasional.kompas.com/read/2021/04/24/14032401/komisi-viii-dpr-usulan-santri-boleh-mudik-harus-tetap-dengan-protokol,NEWS,"24/04/2021, 14:03 WIB"
"6 Ide Dekorasi Ruang Kerja di Rumah, Tidak Perlu Luas",https://www.kompas.com/homey/read/2021/04/24/140200276/6-ide-dekorasi-ruang-kerja-di-rumah-tidak-perlu-luas,HOMEY,"24/04/2021, 14:02 WIB"
"Ada Insentif dan Pameran, Pasar Otomotif Nasional Mulai Bergerak Positif",https://otomotif.kompas.com/read/2021/04/24/140100215/ada-insentif-dan-pameran-pasar-otomotif-nasional-mulai-bergerak-positif,OTOMOTIF,"24/04/2021, 14:01 WIB"
Tag Heuer Beri Sentuhan Hijau untuk Arloji Monaco Klasik,https://lifestyle.kompas.com/read/2021/04/24/140000220/tag-heuer-beri-sentuhan-hijau-untuk-arloji-monaco-klasik,LIFESTYLE,"24/04/2021, 14:00 WIB"
"Musim Ulat, Basmi Ulat dari Tanaman dengan Langkah Berikut Ini",https://www.kompas.com/tren/read/2021/04/24/140000865/musim-ulat-basmi-ulat-dari-tanaman-dengan-langkah-berikut-ini,TREN,"24/04/2021, 14:00 WIB"
Teknik Pukulan Spin dalam Tenis Meja,https://www.kompas.com/sports/read/2021/04/24/14000058/teknik-pukulan-spin-dalam-tenis-meja,BOLA,"24/04/2021, 14:00 WIB"
"Masjid Agung Al-Barkah Bekasi: Surau Markas Pahlawan, Disinggahi Soekarno Saat Diculik ke Rengasdengklok",https://megapolitan.kompas.com/read/2021/04/24/13543601/masjid-agung-al-barkah-bekasi-surau-markas-pahlawan-disinggahi-soekarno,NEWS,"24/04/2021, 13:54 WIB"
Astra Isuzu Buka Lowongan Sales Trainee Lulusan D1-D3,https://www.kompas.com/edu/read/2021/04/24/135355971/astra-isuzu-buka-lowongan-sales-trainee-lulusan-d1-d3,EDUKASI,"24/04/2021, 13:53 WIB"
Ahli Asing Sebut KRI Nanggala-402 Tenggelam Terlalu Dalam,https://www.kompas.com/global/read/2021/04/24/134937470/ahli-asing-sebut-kri-nanggala-402-tenggelam-terlalu-dalam,GLOBAL,"24/04/2021, 13:49 WIB"
"2 Bulan Menjabat Wali Kota Medan, Bobby Nasution Copot Para Pejabatnya, Siapa Saja?",https://regional.kompas.com/read/2021/04/24/134925678/2-bulan-menjabat-wali-kota-medan-bobby-nasution-copot-para-pejabatnya-siapa,REGIONAL,"24/04/2021, 13:49 WIB"
Lakukan Ini Segera Saat Membeli Tanaman Secara Online agar Tidak Layu,https://www.kompas.com/homey/read/2021/04/24/134900276/lakukan-ini-segera-saat-membeli-tanaman-secara-online-agar-tidak-layu,HOMEY,"24/04/2021, 13:49 WIB"
"Ada Klaster Hajatan dan Layatan, 4 Kelurahan di Salatiga Jadi Zona Merah Covid-19",https://regional.kompas.com/read/2021/04/24/134652478/ada-klaster-hajatan-dan-layatan-4-kelurahan-di-salatiga-jadi-zona-merah,REGIONAL,"24/04/2021, 13:46 WIB"
"KTT ASEAN Kecewakan Rakyat Myanmar, Pilih Junta Abaikan NUG",https://www.kompas.com/global/read/2021/04/24/134319270/ktt-asean-kecewakan-rakyat-myanmar-pilih-junta-abaikan-nug,GLOBAL,"24/04/2021, 13:43 WIB"
5 Alat Cetakan Cendol Alternatif untuk Ngabuburit Bikin Takjil di Rumah,https://www.kompas.com/food/read/2021/04/24/134200775/5-alat-cetakan-cendol-alternatif-untuk-ngabuburit-bikin-takjil-di-rumah,FOOD,"24/04/2021, 13:42 WIB"
Menkes Sebut Indonesia Bersiap Antisipasi Masuknya Mutasi Baru Virus Corona,https://nasional.kompas.com/read/2021/04/24/13413091/menkes-sebut-indonesia-bersiap-antisipasi-masuknya-mutasi-baru-virus-corona,NEWS,"24/04/2021, 13:41 WIB"
"Mau Inden Toyota Raize di Solo, Cukup Bayar Booking Fee Rp 2 Juta",https://otomotif.kompas.com/read/2021/04/24/134106615/mau-inden-toyota-raize-di-solo-cukup-bayar-booking-fee-rp-2-juta,OTOMOTIF,"24/04/2021, 13:41 WIB"
"Bassist Boomerang, Hubert Henry Limahelu Meninggal Dunia",https://www.kompas.com/hype/read/2021/04/24/134028766/bassist-boomerang-hubert-henry-limahelu-meninggal-dunia,HYPE,"24/04/2021, 13:40 WIB"
Piala Menpora - Motivasi Tinggi Sayap Muda PSM Taklukkan PS Sleman,https://bola.kompas.com/read/2021/04/24/13400028/piala-menpora-motivasi-tinggi-sayap-muda-psm-taklukkan-ps-sleman,BOLA,"24/04/2021, 13:40 WIB"
"Komplotan Pembobol ATM Ditangkap, Pernah Beraksi di 15 Lokasi, Sempat Kuras Rekening WN Jepang",https://regional.kompas.com/read/2021/04/24/133746978/komplotan-pembobol-atm-ditangkap-pernah-beraksi-di-15-lokasi-sempat-kuras,REGIONAL,"24/04/2021, 13:37 WIB"
Mengenal Fungsi Gading pada Gajah,https://www.kompas.com/skola/read/2021/04/24/133655369/mengenal-fungsi-gading-pada-gajah,SKOLA,"24/04/2021, 13:36 WIB"
Vaksin Dipandang Kurang Efektif Tangani Varian Baru Covid-19 di India,https://www.kompas.com/global/read/2021/04/24/132943070/vaksin-dipandang-kurang-efektif-tangani-varian-baru-covid-19-di-india,GLOBAL,"24/04/2021, 13:29 WIB"
"Politisi PDI-P Sebut Pertemuan Jokowi dan Megawati Rutin Dilakukan, Tak Hanya Saat Mencuat Isu Reshuffle Menguat",https://nasional.kompas.com/read/2021/04/24/13282271/politisi-pdi-p-sebut-pertemuan-jokowi-dan-megawati-rutin-dilakukan-tak-hanya,NEWS,"24/04/2021, 13:28 WIB"
Jalan Raden Patah Kebayoran Ditata Jadi Sentra Kuliner,https://properti.kompas.com/read/2021/04/24/132733821/jalan-raden-patah-kebayoran-ditata-jadi-sentra-kuliner,PROPERTI,"24/04/2021, 13:27 WIB"
Covid-19 di India Kembali Catatkan Rekor Korban Meninggal Harian,https://www.kompas.com/global/read/2021/04/24/132607370/covid-19-di-india-kembali-catatkan-rekor-korban-meninggal-harian,GLOBAL,"24/04/2021, 13:26 WIB"
"Penting Dilakukan, Kapan Harus Mengganti Tanah di Pot Tanaman? ",https://www.kompas.com/homey/read/2021/04/24/132257276/penting-dilakukan-kapan-harus-mengganti-tanah-di-pot-tanaman,HOMEY,"24/04/2021, 13:22 WIB"
Ahli Ungkap Kondisi Laut Utara Bali Lokasi KRI Nanggala-402 Hilang Kontak: Arus Kuat dan Dalam,https://regional.kompas.com/read/2021/04/24/132157778/ahli-ungkap-kondisi-laut-utara-bali-lokasi-kri-nanggala-402-hilang-kontak,REGIONAL,"24/04/2021, 13:21 WIB"
"UMKM Solo Go Ekspor, Cara Pemkot Solo dan Shopee Indonesia Bantu UMKM Jangkau Pasar Luar Negeri",https://money.kompas.com/read/2021/04/24/132009426/umkm-solo-go-ekspor-cara-pemkot-solo-dan-shopee-indonesia-bantu-umkm-jangkau,MONEY,"24/04/2021, 13:20 WIB"
"Ibrahimovic Teken Kontrak Baru di AC Milan, Bukti Usia Bukan Masalah",https://bola.kompas.com/read/2021/04/24/13200078/ibrahimovic-teken-kontrak-baru-di-ac-milan-bukti-usia-bukan-masalah,BOLA,"24/04/2021, 13:20 WIB"
9 Tips Mudah dan Cepat Merapikan Rumah Ketika Tamu Datang ,https://www.kompas.com/homey/read/2021/04/24/131635676/9-tips-mudah-dan-cepat-merapikan-rumah-ketika-tamu-datang,HOMEY,"24/04/2021, 13:16 WIB"
"Rektor IPB: Kini, Perankingan Dunia Jadi Hal Penting",https://www.kompas.com/edu/read/2021/04/24/131635971/rektor-ipb-kini-perankingan-dunia-jadi-hal-penting,EDUKASI,"24/04/2021, 13:16 WIB"
"Sempat Ricuh, 62 WN India yang Menginap di Hotel di Menteng Sudah Dievakuasi untuk Karantina",https://megapolitan.kompas.com/read/2021/04/24/13162721/sempat-ricuh-62-wn-india-yang-menginap-di-hotel-di-menteng-sudah,NEWS,"24/04/2021, 13:16 WIB"
"Alam Sutera Buka 2 Lowongan Kerja Buat Lulusan Baru, Minat?",https://money.kompas.com/read/2021/04/24/131600526/alam-sutera-buka-2-lowongan-kerja-buat-lulusan-baru-minat-,MONEY,"24/04/2021, 13:16 WIB"
Kiprah Kapal Selam KRI Nanggala-402 yang Hilang Kontak,https://www.kompas.com/tren/read/2021/04/24/131500065/kiprah-kapal-selam-kri-nanggala-402-yang-hilang-kontak,TREN,"24/04/2021, 13:15 WIB"
Wapres: Mari Berdoa untuk Keselamatan Seluruh Awak KRI Nanggala-402,https://nasional.kompas.com/read/2021/04/24/13145981/wapres-mari-berdoa-untuk-keselamatan-seluruh-awak-kri-nanggala-402,NEWS,"24/04/2021, 13:14 WIB"
"Imam Masjid di Palembang Meninggal Saat Beri Ceramah, Ini Kesaksian Jemaah",https://regional.kompas.com/read/2021/04/24/131409678/imam-masjid-di-palembang-meninggal-saat-beri-ceramah-ini-kesaksian-jemaah,REGIONAL,"24/04/2021, 13:14 WIB"
Hewan-hewan Terkecil di Dunia,https://www.kompas.com/skola/read/2021/04/24/130935469/hewan-hewan-terkecil-di-dunia,SKOLA,"24/04/2021, 13:09 WIB"
Kamera Instan Fujifilm Instax Mini 40 Meluncur di Indonesia,https://tekno.kompas.com/read/2021/04/24/13090017/kamera-instan-fujifilm-instax-mini-40-meluncur-di-indonesia,TEKNO,"24/04/2021, 13:09 WIB"
"Targetkan 10.000 UMKM Siap Ekspor, Pemkot Solo Berkolaborasi dengan Shopee Indonesia ",https://money.kompas.com/read/2021/04/24/130855326/targetkan-10000-umkm-siap-ekspor-pemkot-solo-berkolaborasi-dengan-shopee,MONEY,"24/04/2021, 13:08 WIB"
"Soal Pembelajaran Tatap Muka, Epidemiolog Sarankan Dilakukan di Tempat Terbuka",https://nasional.kompas.com/read/2021/04/24/13084201/soal-pembelajaran-tatap-muka-epidemiolog-sarankan-dilakukan-di-tempat,NEWS,"24/04/2021, 13:08 WIB"
"Cara Membuat Cendol Sendiri di Rumah, Resep dari Koki Hotel",https://www.kompas.com/food/read/2021/04/24/130800875/cara-membuat-cendol-sendiri-di-rumah-resep-dari-koki-hotel,FOOD,"24/04/2021, 13:08 WIB"
"Gading Marten Dapat DM dari Alexandre Pato, Apa Isinya?",https://www.kompas.com/hype/read/2021/04/24/130313966/gading-marten-dapat-dm-dari-alexandre-pato-apa-isinya,HYPE,"24/04/2021, 13:03 WIB"
"Olimpiade Tokyo, Okinawa Resmi Batalkan Kirab Obor",https://www.kompas.com/sports/read/2021/04/24/13014788/olimpiade-tokyo-okinawa-resmi-batalkan-kirab-obor,BOLA,"24/04/2021, 13:01 WIB"
7 Manfaat Bawang Putih untuk Kesehatan yang Telah Terbukti,https://www.kompas.com/sains/read/2021/04/24/130000023/7-manfaat-bawang-putih-untuk-kesehatan-yang-telah-terbukti,SAINS,"24/04/2021, 13:00 WIB"
"#PrayForKRINanggala402, Doa Warganet KRI Nanggala-402 Segera Ditemukan",https://www.kompas.com/tren/read/2021/04/24/130000265/-prayforkrinanggala402-doa-warganet-kri-nanggala-402-segera-ditemukan,TREN,"24/04/2021, 13:00 WIB"
"4 Tim Belum Cabut dari European Super League, UEFA Kian Tebar Ancaman",https://bola.kompas.com/read/2021/04/24/13000028/4-tim-belum-cabut-dari-european-super-league-uefa-kian-tebar-ancaman,BOLA,"24/04/2021, 13:00 WIB"
Rekomendasi Masak Simpel dan Bergizi Selama Puasa,https://lifestyle.kompas.com/read/2021/04/24/125829420/rekomendasi-masak-simpel-dan-bergizi-selama-puasa,LIFESTYLE,"24/04/2021, 12:58 WIB"
Cara Baru Ngabuburit Sambil Ditemani Satwa Afrika di Bogor...,https://megapolitan.kompas.com/read/2021/04/24/12531011/cara-baru-ngabuburit-sambil-ditemani-satwa-afrika-di-bogor,NEWS,"24/04/2021, 12:53 WIB"
[HOAKS] KRI Nanggala-402 Sudah Bisa Dihubungi,https://www.kompas.com/tren/read/2021/04/24/124921665/hoaks-kri-nanggala-402-sudah-bisa-dihubungi,TREN,"24/04/2021, 12:49 WIB"
Aturan Mudik Terbaru untuk Penumpang Kereta Jarak Jauh dari Jakarta,https://megapolitan.kompas.com/read/2021/04/24/12464531/aturan-mudik-terbaru-untuk-penumpang-kereta-jarak-jauh-dari-jakarta,NEWS,"24/04/2021, 12:46 WIB"
"Soal Isu Reshuffle Kabinet, Fadjroel Rachman: Hanya Presiden dan Allah yang Tahu",https://nasional.kompas.com/read/2021/04/24/12453851/soal-isu-reshuffle-kabinet-fadjroel-rachman-hanya-presiden-dan-allah-yang,NEWS,"24/04/2021, 12:45 WIB"
15 Ide Menata Ruang Tamu Kecil Tampak Penuh Gaya,https://www.kompas.com/homey/read/2021/04/24/124348176/15-ide-menata-ruang-tamu-kecil-tampak-penuh-gaya,HOMEY,"24/04/2021, 12:43 WIB"
"Lurah yang Dicopot Bobby Nasution karena Pungli: Kalau Dikasih Saya Terima, Kalau Enggak, Ya Sudah",https://regional.kompas.com/read/2021/04/24/124215578/lurah-yang-dicopot-bobby-nasution-karena-pungli-kalau-dikasih-saya-terima,REGIONAL,"24/04/2021, 12:42 WIB"
"Jelang KTT ASEAN, Polisi Siapkan Rekayasa Lalu Lintas di Titik Ini",https://megapolitan.kompas.com/read/2021/04/24/12412281/jelang-ktt-asean-polisi-siapkan-rekayasa-lalu-lintas-di-titik-ini,NEWS,"24/04/2021, 12:41 WIB"
Bedakan antara Self Care dan Memanjakan Diri,https://lifestyle.kompas.com/read/2021/04/24/124013620/bedakan-antara-self-care-dan-memanjakan-diri,LIFESTYLE,"24/04/2021, 12:40 WIB"
Kapan Inter Milan Bisa Pastikan Gelar Juara Liga Italia?,https://bola.kompas.com/read/2021/04/24/12400058/kapan-inter-milan-bisa-pastikan-gelar-juara-liga-italia-,BOLA,"24/04/2021, 12:40 WIB"
Cerita Ari Wibowo soal Panggung Ambruk Saat Jadi Model Bareng Mendiang Adjie Massaid,https://www.kompas.com/hype/read/2021/04/24/123955566/cerita-ari-wibowo-soal-panggung-ambruk-saat-jadi-model-bareng-mendiang,HYPE,"24/04/2021, 12:39 WIB"
Akad KPR Subsidi dengan Konversi Kompor Induksi Sudah Dimulai,https://www.kompas.com/homey/read/2021/04/24/123900476/akad-kpr-subsidi-dengan-konversi-kompor-induksi-sudah-dimulai,HOMEY,"24/04/2021, 12:39 WIB"
Damri Semakin Serius Garap Konversi Bus Listrik,https://otomotif.kompas.com/read/2021/04/24/123655015/damri-semakin-serius-garap-konversi-bus-listrik,OTOMOTIF,"24/04/2021, 12:36 WIB"
Pemimpin Militer Myanmar Min Aung Hlaing Tiba di Jakarta,https://nasional.kompas.com/read/2021/04/24/12365481/pemimpin-militer-myanmar-min-aung-hlaing-tiba-di-jakarta,NEWS,"24/04/2021, 12:36 WIB"
"Pemimpin Junta Militer Myanmar, Min Aung Hlaing, Tiba di Indonesia",https://www.kompas.com/global/read/2021/04/24/123643070/pemimpin-junta-militer-myanmar-min-aung-hlaing-tiba-di-indonesia,GLOBAL,"24/04/2021, 12:36 WIB"
"KSPN Danau Toba Dilengkapi Sistem Penyediaan Air Minum Merek, Rampung Juni",https://properti.kompas.com/read/2021/04/24/123509421/kspn-danau-toba-dilengkapi-sistem-penyediaan-air-minum-merek-rampung-juni,PROPERTI,"24/04/2021, 12:35 WIB"
"Aturan Terbaru, Masa Berlaku Tes PCR, Antigen, dan GeNose untuk Naik Kereta Api Jadi 1x24 Jam",https://megapolitan.kompas.com/read/2021/04/24/12320601/aturan-terbaru-masa-berlaku-tes-pcr-antigen-dan-genose-untuk-naik-kereta,NEWS,"24/04/2021, 12:32 WIB"
"10 Persiapan Liburan ke Swiss Bareng Keluarga, Apa Saja?",https://travel.kompas.com/read/2021/04/24/123100427/10-persiapan-liburan-ke-swiss-bareng-keluarga-apa-saja-,TRAVEL,"24/04/2021, 12:31 WIB"
Prediksi Susunan Pemain PSS Vs PSM - Perebutan Peringkat 3 Piala Menpora 2021,https://bola.kompas.com/read/2021/04/24/12300068/prediksi-susunan-pemain-pss-vs-psm-perebutan-peringkat-3-piala-menpora-2021,BOLA,"24/04/2021, 12:30 WIB"
"Cara Membersihkan Wajan Keramik dari Kerak, Gunakan Air Hangat",https://www.kompas.com/tren/read/2021/04/24/123000565/cara-membersihkan-wajan-keramik-dari-kerak-gunakan-air-hangat,TREN,"24/04/2021, 12:30 WIB"
Sejarah Singkat Pengembangan Wahana Penyelamat Kapal Selam,https://www.kompas.com/global/read/2021/04/24/122747270/sejarah-singkat-pengembangan-wahana-penyelamat-kapal-selam,GLOBAL,"24/04/2021, 12:27 WIB"
"Israel Nol Korban Meninggal Harian Covid-19, Pertama dalam 10 Bulan",https://www.kompas.com/global/read/2021/04/24/122318470/israel-nol-korban-meninggal-harian-covid-19-pertama-dalam-10-bulan,GLOBAL,"24/04/2021, 12:23 WIB"
"Profil Ari Wibowo, Idola Wanita di Era 1990-an",https://www.kompas.com/hype/read/2021/04/24/122218566/profil-ari-wibowo-idola-wanita-di-era-1990-an,HYPE,"24/04/2021, 12:22 WIB"
"Mudik Dilarang, Penumpang Bus Bisa Refund Tiket 100 Persen",https://otomotif.kompas.com/read/2021/04/24/122200815/mudik-dilarang-penumpang-bus-bisa-refund-tiket-100-persen,OTOMOTIF,"24/04/2021, 12:22 WIB"
"Mengaku Anggota TNI, Pemuda Pengangguran Tipu dan Perkosa Wanita 51 Tahun",https://regional.kompas.com/read/2021/04/24/121821078/mengaku-anggota-tni-pemuda-pengangguran-tipu-dan-perkosa-wanita-51-tahun,REGIONAL,"24/04/2021, 12:18 WIB"
"Cegah Pemalsuan, Pita Cukai 2021 Ada Fitur Augmented Reality",https://money.kompas.com/read/2021/04/24/121700526/cegah-pemalsuan-pita-cukai-2021-ada-fitur-augmented-reality,MONEY,"24/04/2021, 12:17 WIB"
"15 Menu Takjil Buka Puasa untuk Dijual, Ada Es Kopyor hingga Bakwan",https://www.kompas.com/food/read/2021/04/24/121300475/15-menu-takjil-buka-puasa-untuk-dijual-ada-es-kopyor-hingga-bakwan,FOOD,"24/04/2021, 12:13 WIB"
Mantan Komandan KRI Nanggala-402: Alat Keselamatan Kapal Selam Lengkap dan Berstandar Internasional,https://regional.kompas.com/read/2021/04/24/121222778/mantan-komandan-kri-nanggala-402-alat-keselamatan-kapal-selam-lengkap-dan,REGIONAL,"24/04/2021, 12:12 WIB"
"Wisata Keluarga ke Swiss, Pilih Group Tour atau Sendiri?",https://travel.kompas.com/read/2021/04/24/121200927/wisata-keluarga-ke-swiss-pilih-group-tour-atau-sendiri-,TRAVEL,"24/04/2021, 12:12 WIB"
"[KURASI KOMPASIANA] Tergoda Rayuan ""Diskon Tanggal Cantik"" | Menyiasati Belanja Online | Tips Belanja Online yang Aman",https://money.kompas.com/read/2021/04/24/121200526/-kurasi-kompasiana-tergoda-rayuan-diskon-tanggal-cantik-menyiasati-belanja,MONEY,"24/04/2021, 12:12 WIB"
"Soal Usulan Santri Boleh Mudik, Pimpinan Komisi IX: Pemerintah Harus Konsisten Terapkan Kebijakan Terkait Covid-19",https://nasional.kompas.com/read/2021/04/24/12071121/soal-usulan-santri-boleh-mudik-pimpinan-komisi-ix-pemerintah-harus-konsisten,NEWS,"24/04/2021, 12:07 WIB"
"LPS Buka 20 Lowongan Kerja, Simak Posisi dan Syaratnya",https://money.kompas.com/read/2021/04/24/120600626/lps-buka-20-lowongan-kerja-simak-posisi-dan-syaratnya,MONEY,"24/04/2021, 12:06 WIB"
